rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,habitability_class,radius_similarity,insol_similarity,temp_similarity,in_hz_conservative,is_rocky,is_earth_sized,pl_orbper_log,pl_insol_log,depth_duration_ratio,tmag_bright
4825,5206.01,5206,159117779,159117779.01,1,PC,12h51m37.25s,192.905209,,,+78d01m38.08s,78.027244,,,2.415,0.031,-0.031,0.0,1.0,-3.707,0.023,-0.023,0.0,1.0,2459634.597943,0.001828,-0.001828,0,1,4.4716261,1.56e-05,-1.56e-05,0,1,6.451,0.192,-0.192,0,1,5000.0,0.975158,-0.975158,0,1,17.4958,0.935213,-0.935213,0,1,1694.87,,,,,1787.0,,,,,12.8715,0.007,-0.007,0,1,1297.27,24.245,-24.245,0,1,5972.0,128.3,-128.3,0,1,3.72,0.08,-0.08,0,1,2.41,0.12,-0.12,0,1,2022-02-28 23:23:27,2024-08-22 10:08:01,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.699575848307308,7.4359511624706185,775.0735118472312,0
4826,5207.01,5207,147892178,147892178.01,1,PC,09h30m55.02s,142.729233,,,+71d44m24.93s,71.740257,,,-15.026,0.024,-0.024,0.0,1.0,-27.223,0.028,-0.028,0.0,1.0,2459585.838983,0.003842,-0.003842,0,1,24.6951647,0.0001775,-0.0001775,0,1,3.696,0.411,-0.411,0,1,13290.0,13.8769,-13.8769,0,1,6.41046,0.298545,-0.298545,0,1,3.18912,,,,,372.0,,,,,13.2754,0.007,-0.007,0,1,156.815,0.4225,-0.4225,0,1,3850.0,157.0,-157.0,0,1,4.68,0.01,-0.01,0,1,0.56,0.02,-0.02,0,1,2022-02-28 23:23:28,2024-08-22 10:08:01,HABITABILITY_ZONE,0.4589540000000001,0.781088,0.766,1,0,0,3.2463028302310057,1.4324906880095971,3595.7782478954955,0
4827,5208.01,5208,110738386,110738386.01,1,PC,19h26m09.86s,291.541081,,,+28d41m18.82s,28.68856,,,2.962,0.83,-0.83,0.0,1.0,-0.206,0.83,-0.83,0.0,1.0,2459423.385838,0.002246,-0.002246,0,1,12.2307873,0.0001094,-0.0001094,0,1,3.627,0.28,-0.28,0,1,4330.0,4.46222,-4.46222,0,1,8.68366,0.6833645,-0.6833645,0,1,85.8245,,,,,1098.47568215,,,,,11.4731,0.006,-0.006,0,1,386.638,4.2925,-4.2925,0,1,6164.0,128.2,-128.2,0,1,4.35,0.08130604999999999,-0.08130604999999999,0,1,1.31,0.06,-0.06,0,1,2022-02-28 23:23:28,2024-08-22 10:08:01,NON_HABITABLE,0.231634,0.0,0.0,0,0,0,2.582546485048658,4.4638888399035075,1193.8237679008084,0
4828,5209.01,5209,111108561,111108561.01,1,PC,19h27m29.11s,291.871283,,,+25d27m11.99s,25.453331,,,-3.037,0.028,-0.028,0.0,1.0,-0.068,0.032,-0.032,0.0,1.0,2459443.478986,0.000881,-0.000881,0,1,2.635737,7.3e-06,-7.3e-06,0,1,2.207,0.103,-0.103,0,1,21500.0,9.52251,-9.52251,0,1,13.8231,0.764196,-0.764196,0,1,479.892,,,,,1303.0,,,,,12.8462,0.006,-0.006,0,1,404.438,3.271,-3.271,0,1,5900.0,209.1,-209.1,0,1,4.54,0.08,-0.08,0,1,0.92,0.05,-0.05,0,1,2022-02-28 23:23:28,2024-08-22 10:08:01,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.290811841465907,6.175642712670095,9741.72644235322,0
4829,521.01,521,27649847,27649847.01,1,PC,08h13m22.62s,123.344257,,,+12d13m19.59s,12.222108,,,90.409,0.092,-0.092,0.0,1.0,80.695,0.05,-0.05,0.0,1.0,2458492.716411,0.000609,-0.000609,0,1,1.5428486,4.1e-06,-4.1e-06,0,1,1.1958898,0.3204524,-0.3204524,0,1,2154.4855781,137.57423,-137.57423,0,1,1.9653032,1.1161664,-1.1161664,0,1,60.0176145,,,,,709.8873414,,,,,12.4029,0.007,-0.007,0,1,60.9425,0.22385,-0.22385,0,1,3439.0,69.0,-69.0,0,1,4.97486,0.436074,-0.436074,0,1,0.420028,0.0125005,-0.0125005,0,1,2019-03-22 22:54:00,2024-09-08 10:08:02,NON_HABITABLE,0.90346968,0.0,0.09022531720000004,0,1,0,0.933284948686521,4.111162584784586,1801.5738377617758,0
4830,5210.01,5210,265979849,265979849.01,1,PC,20h57m16.06s,314.316923,,,+21d57m00.74s,21.950206,,,23.297,0.054,-0.054,0.0,1.0,3.435,0.043,-0.043,0.0,1.0,2459443.959352,0.000713,-0.000713,0,1,4.5661309,7.9e-06,-7.9e-06,0,1,3.543,0.205,-0.205,0,1,7630.0,1.48185,-1.48185,0,1,11.6029,0.618573,-0.618573,0,1,377.954,,,,,1228.0,,,,,11.4194,0.006,-0.006,0,1,302.086,2.682,-2.682,0,1,5569.0,151.3,-151.3,0,1,4.21,0.08,-0.08,0,1,1.28,0.07,-0.07,0,1,2022-02-28 23:23:29,2024-08-22 10:08:01,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.7167001806137214,5.937414825684583,2153.541588049227,0
4831,5211.01,5211,215595454,215595454.01,1,PC,19h40m40.33s,295.168022,,,+28d40m57.21s,28.682559,,,-0.295,0.023,-0.023,0.0,1.0,-6.593,0.027,-0.027,0.0,1.0,2459445.520941,0.003517,-0.003517,0,1,2.0961984,0.0002699,-0.0002699,0,1,3.22,0.255,-0.255,0,1,13710.0,18.2078,-18.2078,0,1,18.2172,0.6833645,-0.6833645,0,1,2405.31,,,,,1951.0,,,,,13.3285,0.01,-0.01,0,1,1054.17,17.98,-17.98,0,1,6379.0,122.0,-122.0,0,1,4.15,0.08130604999999999,-0.08130604999999999,0,1,1.57,0.06,-0.06,0,1,2022-02-28 23:23:29,2025-01-15 12:03:15,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.1301750363616114,7.7858497327901555,4257.762652868741,0
4833,5213.01,5213,247356332,247356332.01,1,PC,20h37m06.21s,309.275892,,,+29d21m55.48s,29.365411,,,-1.595,0.029,-0.029,0.0,1.0,-0.189,0.027,-0.027,0.0,1.0,2459445.58846,0.002795,-0.002795,0,1,4.5333993,2.26e-05,-2.26e-05,0,1,1.083,0.445,-0.445,0,1,7690.0,2995.63,-2995.63,0,1,16.84,6.78721,-6.78721,0,1,159.735,,,,,990.0,,,,,12.8179,0.015,-0.015,0,1,625.326,8.7165,-8.7165,0,1,6254.0,153.2,-153.2,0,1,4.42,0.09,-0.09,0,1,1.12,0.05,-0.05,0,1,2022-02-28 23:23:30,2024-09-01 12:02:56,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.7108023283100722,5.079757046166637,7100.63979626981,0
4834,5214.01,5214,7583660,7583660.01,1,PC,18h10m09.04s,272.537667,,,+47d52m32.43s,47.875676,,,-2.938,0.043,-0.043,0.0,1.0,3.143,0.053,-0.053,0.0,1.0,2459445.571125,0.002471,-0.002471,0,1,5.3333965,3.82e-05,-3.82e-05,0,1,5.577,0.361,-0.361,0,1,2710.0,1.49702,-1.49702,0,1,13.3147,0.87594,-0.87594,0,1,871.955,,,,,1513.0,,,,,12.0228,0.007,-0.007,0,1,893.944,21.2615,-21.2615,0,1,5840.8,140.2,-140.2,0,1,3.65,0.08,-0.08,0,1,2.53,0.15,-0.15,0,1,2022-02-28 23:23:30,2025-04-22 12:03:00,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.8458366641328046,6.771884008119288,485.9242449481361,0
4835,5215.01,5215,236632480,236632480.01,1,PC,20h59m56.99s,314.987438,,,+31d29m07s,31.485279,,,-4.014,0.021,-0.021,0.0,1.0,-4.631,0.024,-0.024,0.0,1.0,2459443.206935,0.003822,-0.003822,0,1,7.4244269,7.34e-05,-7.34e-05,0,1,3.655,0.474,-0.474,0,1,7290.0,14.3468,-14.3468,0,1,11.1736,0.805202,-0.805202,0,1,196.654,,,,,1043.0,,,,,12.8507,0.015,-0.015,0,1,666.058,7.4415,-7.4415,0,1,5873.0,158.7,-158.7,0,1,4.21,0.08,-0.08,0,1,1.34,0.07,-0.07,0,1,2022-02-28 23:23:31,2024-08-22 10:08:01,NON_HABITABLE,0.0,0.0,0.0,0,0,0,2.1311354501858335,5.286518027331994,1994.527498077292,0
4836,5216.01,5216,256561562,256561562.01,1,PC,19h59m45.03s,299.937613,,,+61d39m11.39s,61.653163,,,-1.944,0.024,-0.024,0.0,1.0,-4.043,0.025,-0.025,0.0,1.0,2459714.938781,0.002874,-0.002874,0,1,1.8951273,7.3e-06,-7.3e-06,0,1,3.518,0.293,-0.293,0,1,2130.0,1.30236,-1.30236,0,1,10.1981,0.551156,-0.551156,0,1,5318.45,,,,,2379.0,,,,,12.9392,0.007,-0.007,0,1,1526.91,28.565,-28.565,0,1,6818.0,129.2,-129.2,0,1,3.89,0.09,-0.09,0,1,2.28,0.11,-0.11,0,1,2022-02-28 23:23:31,2024-08-22 10:08:01,NON_HABITABLE,0.08018999999999998,0.0,0.0,0,0,0,1.063029082424351,8.579125193532604,605.4574742872444,0
4837,5217.01,5217,215018906,215018906.01,1,PC,19h39m41.37s,294.922389,,,+28d34m20.03s,28.572231,,,-7.516,0.046,-0.046,0.0,1.0,-25.038,0.045,-0.045,0.0,1.0,2459790.808604,0.003852,-0.003852,0,1,4.3713133,6.38e-05,-6.38e-05,0,1,4.113,0.46,-0.46,0,1,2960.0,178.76,-178.76,0,1,12.9868,3.75756,-3.75756,0,1,847.146,,,,,1502.0,,,,,10.9992,0.006,-0.006,0,1,517.506,7.5775,-7.5775,0,1,6029.0,204.2,-204.2,0,1,3.71,0.12,-0.12,0,1,2.45,0.2,-0.2,0,1,2022-02-28 23:23:32,2024-08-22 10:08:01,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.681072441003881,6.743052790783703,719.6691661392739,0
4838,5218.01,5218,259172249,259172249.01,1,CP,19h30m39.23s,292.663464,,,+71d45m46.66s,71.762961,,,7.893,0.043,-0.043,0.0,1.0,17.451,0.052,-0.052,0.0,1.0,2459825.392121,0.001492,-0.001492,0,1,4.2914879,9.49e-05,-9.49e-05,0,1,2.3462656,0.136603,-0.136603,0,1,19180.7233775,758.653,-758.653,0,1,9.3875781,0.6077101,-0.6077101,0,1,49.1792111,,,,,675.4063492,,,,,14.5179,0.007,-0.007,0,1,377.483,3.627,-3.627,0,1,3937.0,157.0,-157.0,0,1,4.59,0.01,-0.01,0,1,0.675707,0.0205381,-0.0205381,0,1,2022-02-28 23:23:32,2025-04-21 12:03:49,NON_HABITABLE,0.16124218999999995,0.0,0.15918730159999994,0,0,0,1.6660994728628329,3.915600819411744,8174.997409714649,0
4839,5219.01,5219,378708888,378708888.01,1,PC,20h11m18.84s,302.828492,,,+34d22m06.63s,34.368508,,,-4.339,0.03,-0.03,0.0,1.0,-15.491,0.037,-0.037,0.0,1.0,2459442.47017,0.004596,-0.004596,0,1,2.88753,2.49e-05,-2.49e-05,0,1,3.547,0.4,-0.4,0,1,7680.0,14.2807,-14.2807,0,1,16.2965,0.6833645,-0.6833645,0,1,1422.54,,,,,1710.0,,,,,13.4066,0.018,-0.018,0,1,991.551,20.8575,-20.8575,0,1,6095.0,122.0,-122.0,0,1,3.95,0.08130604999999999,-0.08130604999999999,0,1,1.87,0.06,-0.06,0,1,2022-02-28 23:23:33,2025-07-22 12:04:25,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.357773994517377,7.260902006077429,2165.2094262166825,0
4840,522.01,522,19451711,19451711.01,1,PC,08h18m24.64s,124.602684,,,-07d34m16.46s,-7.571238,,,-32.971,0.066,-0.066,0.0,1.0,9.711,0.059,-0.059,0.0,1.0,2458491.722787,0.000684,-0.000684,0,1,0.3969687,7.9e-06,-7.9e-06,0,1,1.5006666,0.120082,-0.120082,0,1,110.7179018,7.09576,-7.09576,0,1,2.108062,0.4650165,-0.4650165,0,1,58306.893695,,,,,3963.2340986,,,,,7.3645,0.006,-0.006,0,1,111.179,0.5865,-0.5865,0,1,7381.0,80.0,-80.0,0,1,4.438,0.08130604999999999,-0.08130604999999999,0,1,1.86219,0.0693166,-0.0693166,0,1,2019-03-22 22:54:00,2024-01-22 10:08:02,NON_HABITABLE,0.8891938,0.0,0.0,0,0,0,0.3343046748699244,10.97349276102904,73.77909791615413,1
4841,5220.01,5220,394691478,394691478.01,1,PC,19h25m44.45s,291.435194,,,+30d01m41.08s,30.028078,,,-2.196,0.029,-0.029,0.0,1.0,-2.313,0.032,-0.032,0.0,1.0,2459445.188913,0.001265,-0.001265,0,1,2.0876485,7.8e-06,-7.8e-06,0,1,2.873,0.15,-0.15,0,1,12940.0,5.85477,-5.85477,0,1,18.0794,0.6833645,-0.6833645,0,1,2243.2,,,,,1917.0,,,,,13.1562,0.01,-0.01,0,1,1094.99,23.405,-23.405,0,1,6655.0,122.0,-122.0,0,1,4.19,0.08130604999999999,-0.08130604999999999,0,1,1.58,0.06,-0.06,0,1,2022-02-28 23:23:33,2025-02-02 12:03:02,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.1274097979634559,7.7161043892307655,4504.001216846078,0
4842,5221.01,5221,233409941,233409941.01,1,PC,20h08m39.97s,302.166535,,,+59d28m55.26s,59.482017,,,-13.162,0.027,-0.027,0.0,1.0,-4.058,0.028,-0.028,0.0,1.0,2459878.821878,0.001175,-0.001175,0,1,4.4247361,7.6e-06,-7.6e-06,0,1,2.757,0.186,-0.186,0,1,13312.0,469.577,-469.577,0,1,10.688,0.6833645,-0.6833645,0,1,223.224,,,,,1076.0,,,,,13.3911,0.01,-0.01,0,1,539.904,3.8505,-3.8505,0,1,5536.0,122.0,-122.0,0,1,4.48,0.08130604999999999,-0.08130604999999999,0,1,0.94,0.06,-0.06,0,1,2022-02-28 23:23:33,2024-08-22 10:08:01,NON_HABITABLE,0.031199999999999894,0.0,0.0,0,0,0,1.6909692530820186,5.412645552188123,4828.434955228525,0
4844,5223.01,5223,377297285,377297285.01,1,PC,19h06m51.89s,286.716198,,,+54d36m43.59s,54.612108,,,-5.723,0.03,-0.03,0.0,1.0,-15.672,0.027,-0.027,0.0,1.0,2460369.865078,0.002476,-0.002476,0,1,4.0656968,4.35e-05,-4.35e-05,0,1,4.2275632,0.0692708,-0.0692708,0,1,13698.7386688,195.56935,-195.56935,0,1,18.7081977,0.2297526,-0.2297526,0,1,1207.0370102,,,,,1503.3146725,,,,,13.0628,0.007,-0.007,0,1,1027.87,13.625,-13.625,0,1,6424.0,122.0,-122.0,0,1,4.18,0.08130604999999999,-0.08130604999999999,0,1,1.53116,0.06,-0.06,0,1,2022-02-28 23:23:34,2024-09-06 10:08:02,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.6224916998081416,7.096752015608221,3240.338412554445,0
4845,5224.01,5224,406361982,406361982.01,1,PC,20h32m45.73s,308.190536,,,+27d32m45.95s,27.546096,,,-7.002,0.027,-0.027,0.0,1.0,-12.604,0.025,-0.025,0.0,1.0,2459818.154198,0.00721,-0.00721,0,1,5.2819763,4.63e-05,-4.63e-05,0,1,5.909,0.655,-0.655,0,1,3320.0,208.452,-208.452,0,1,14.0062,4.0342,-4.0342,0,1,1409.33,,,,,1706.0,,,,,12.5459,0.022,-0.022,0,1,960.824,17.475,-17.475,0,1,6228.0,186.4,-186.4,0,1,3.72,0.08,-0.08,0,1,2.5,0.12,-0.12,0,1,2022-02-28 23:23:35,2024-08-22 10:08:01,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.8376846284254795,7.25157899854172,561.8547026815531,0
4846,5225.01,5225,383645563,383645563.01,1,PC,18h35m23.21s,278.846728,,,+60d25m40.42s,60.427895,,,-7.779,0.031,-0.031,0.0,1.0,-20.515,0.034,-0.034,0.0,1.0,2459831.811611,0.003702,-0.003702,0,1,22.9367426,0.0001174,-0.0001174,0,1,1.706,0.51,-0.51,0,1,3520.0,17.2949,-17.2949,0,1,8.88483,0.759682,-0.759682,0,1,5.57635,,,,,428.0,,,,,12.5117,0.007,-0.007,0,1,584.497,5.718,-5.718,0,1,5721.0,126.1,-126.1,0,1,4.19,0.08,-0.08,0,1,1.34,0.07,-0.07,0,1,2022-02-28 23:23:35,2024-08-22 10:08:01,NON_HABITABLE,0.21151700000000007,0.542365,0.654,0,0,0,3.1754146257092155,1.8834798801818224,2063.3047694579313,0
4848,5227.01,5227,313453776,313453776.01,1,PC,13h14m44.29s,198.684521,,,+75d14m09.57s,75.235992,,,-36.003,0.057,-0.057,0.0,1.0,20.687,0.038,-0.038,0.0,1.0,2459632.264968,0.000642,-0.000642,0,1,3.7325203,4.4e-06,-4.4e-06,0,1,2.851,0.102,-0.102,0,1,4800.0,0.890541,-0.890541,0,1,9.10598,0.451212,-0.451212,0,1,445.556,,,,,1279.0,,,,,11.6078,0.006,-0.006,0,1,388.807,3.902,-3.902,0,1,5824.6,158.2,-158.2,0,1,4.24,0.07,-0.07,0,1,1.3,0.06,-0.06,0,1,2022-02-28 23:23:36,2024-08-22 10:08:01,NON_HABITABLE,0.18940199999999996,0.0,0.0,0,0,0,1.5544578935797269,6.101564812384942,1683.6191919960743,0
4849,5228.01,5228,154014059,154014059.01,1,PC,13h47m00.71s,206.75296,,,+68d52m01.69s,68.867137,,,-0.678,0.033,-0.033,0.0,1.0,-0.786,0.024,-0.024,0.0,1.0,2459651.416456,0.002424,-0.002424,0,1,8.3221959,3.55e-05,-3.55e-05,0,1,2.771,0.229,-0.229,0,1,4460.0,4.0754,-4.0754,0,1,11.2943,0.649256,-0.649256,0,1,90.1896,,,,,858.0,,,,,12.9534,0.007,-0.007,0,1,925.944,13.4405,-13.4405,0,1,5899.0,120.2,-120.2,0,1,4.03,0.08,-0.08,0,1,1.65,0.08,-0.08,0,1,2022-02-28 23:23:37,2024-08-22 10:08:01,NON_HABITABLE,0.0,0.0,0.0,0,0,0,2.2323982125334316,4.512940855490071,1609.5266656345486,0
4850,5229.01,5229,288428649,288428649.01,1,PC,17h56m08.52s,269.035507,,,+78d12m47.24s,78.213123,,,3.477,0.039,-0.039,0.0,1.0,-71.214,0.043,-0.043,0.0,1.0,2459883.298899,0.009094,-0.009094,0,1,5.9184575,2.2e-05,-2.2e-05,0,1,2.947,0.241,-0.241,0,1,1240.0,0.894902,-0.894902,0,1,3.4729,0.227687,-0.227687,0,1,130.7,,,,,941.0,,,,,11.9919,0.007,-0.007,0,1,273.283,1.6965,-1.6965,0,1,5087.5,153.5,-153.5,0,1,4.41,0.09,-0.09,0,1,0.97,0.06,-0.06,0,1,2022-02-28 23:23:37,2024-08-22 10:08:01,NON_HABITABLE,0.75271,0.0,0.0,0,0,0,1.9341928401583726,4.880526608749236,420.7667387964917,0
4852,5230.01,5230,55778666,55778666.01,1,PC,12h09m20.12s,182.33384,,,+57d30m12.96s,57.503601,,,7.924,0.027,-0.027,0.0,1.0,-5.105,0.026,-0.026,0.0,1.0,2459630.986564,0.001304,-0.001304,0,1,7.1452343,1.71e-05,-1.71e-05,0,1,3.169,0.13,-0.13,0,1,14520.0,5.46937,-5.46937,0,1,12.0822,0.6833645,-0.6833645,0,1,120.883,,,,,923.0,,,,,13.1924,0.007,-0.007,0,1,576.539,5.9405,-5.9405,0,1,5685.0,122.0,-122.0,0,1,4.46,0.08130604999999999,-0.08130604999999999,0,1,0.98,0.06,-0.06,0,1,2022-02-28 23:23:38,2025-02-17 12:03:27,NON_HABITABLE,0.0,0.0,0.0,0,0,0,2.0974330077544523,4.803061568189374,4581.885584763148,0
4854,5232.01,5232,69356857,69356857.01,1,CP,19h37m20.98s,294.337425,,,+35d16m35.37s,35.276493,,,-14.119,0.039,-0.039,0.0,1.0,-35.952,0.04,-0.04,0.0,1.0,2459440.069991,0.001395,-0.001395,0,1,4.0966887,1.85e-05,-1.85e-05,0,1,4.557,0.195,-0.195,0,1,5620.0,1.7761,-1.7761,0,1,12.9734,0.639339,-0.639339,0,1,1193.86,,,,,1637.0,,,,,11.7791,0.009,-0.009,0,1,609.388,8.6305,-8.6305,0,1,6212.0,128.4,-128.4,0,1,4.04,0.08,-0.08,0,1,1.74,0.08,-0.08,0,1,2022-02-28 23:23:38,2025-04-21 12:03:49,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.6285910543505016,7.085784302690734,1233.2672299172195,0
4855,5233.01,5233,259100469,259100469.01,1,PC,19h24m41.47s,291.172808,,,+69d07m30.63s,69.125175,,,21.226,0.044,-0.044,0.0,1.0,87.366,0.047,-0.047,0.0,1.0,2459727.105947,0.001534,-0.001534,0,1,25.763332,6.82e-05,-6.82e-05,0,1,1.668,0.23,-0.23,0,1,2560.0,2.78039,-2.78039,0,1,5.77167,0.343342,-0.343342,0,1,3.75556,,,,,387.0,,,,,11.1752,0.01,-0.01,0,1,248.564,1.4095,-1.4095,0,1,5795.0,131.7,-131.7,0,1,4.41,0.08,-0.08,0,1,1.06,0.05,-0.05,0,1,2022-02-28 23:23:39,2024-08-22 10:08:01,HABITABILITY_ZONE,0.522833,0.724444,0.736,1,0,0,3.2870327417090768,1.5593144598305342,1534.771262127541,0
4856,5234.01,5234,335681838,335681838.01,1,PC,14h50m03.35s,222.513957,,,+63d02m18.37s,63.038437,,,9.659,0.047,-0.047,0.0,1.0,-12.506,0.05,-0.05,0.0,1.0,2459442.434681,0.013923,-0.013923,0,1,15.1016086,0.0004979,-0.0004979,0,1,4.403,1.124,-1.124,0,1,520.0,2.34201,-2.34201,0,1,2.71644,0.233876,-0.233876,0,1,126.721,,,,,934.0,,,,,10.8964,0.006,-0.006,0,1,302.144,2.184,-2.184,0,1,6511.0,128.7,-128.7,0,1,4.42,0.09,-0.09,0,1,1.18,0.05,-0.05,0,1,2022-02-28 23:23:39,2024-08-22 10:08:01,NON_HABITABLE,0.828356,0.0,0.0,0,0,0,2.77891918004292,4.849848197443239,118.10126774897394,0
4857,5235.01,5235,154814765,154814765.01,1,PC,12h12m22.36s,183.093158,,,+84d24m40.37s,84.411214,,,7.469,0.044,-0.044,0.0,1.0,-4.822,0.042,-0.042,0.0,1.0,2459559.856973,0.003281,-0.003281,0,1,26.1442304,0.0002067,-0.0002067,0,1,2.368,0.442,-0.442,0,1,1980.0,606.38,-606.38,0,1,8.19739,2.96378,-2.96378,0,1,35.8503,,,,,681.0,,,,,10.8131,0.006,-0.006,0,1,214.496,1.0225,-1.0225,0,1,5721.0,135.0,-135.0,0,1,4.38,0.08,-0.08,0,1,1.08,0.05,-0.05,0,1,2022-02-28 23:23:40,2024-08-22 10:08:01,NON_HABITABLE,0.280261,0.0,0.14800000000000002,0,0,0,3.301164515509566,3.6068637597148254,836.1482955454833,0
4858,5236.01,5236,193765661,193765661.01,1,PC,20h25m08.77s,306.286561,,,+43d13m59.6s,43.233222,,,-11.556,0.043,-0.043,0.0,1.0,-10.361,0.043,-0.043,0.0,1.0,2459807.154831,0.006034,-0.006034,0,1,10.9974977,9.95e-05,-9.95e-05,0,1,7.182,0.85,-0.85,0,1,3400.0,131.68,-131.68,0,1,9.89885,2.79615,-2.79615,0,1,461.346,,,,,1291.0,,,,,11.3335,0.02,-0.02,0,1,582.527,8.9075,-8.9075,0,1,6188.0,181.5,-181.5,0,1,3.83,0.09,-0.09,0,1,2.18,0.1,-0.1,0,1,2022-02-28 23:23:40,2024-09-23 12:03:08,NON_HABITABLE,0.11011500000000007,0.0,0.0,0,0,0,2.4846981030436397,6.136313528531698,473.40567064805475,0
4859,5237.01,5237,435740442,435740442.01,1,PC,19h49m58.86s,297.495261,,,+29d53m28.51s,29.891252,,,8.162,0.037,-0.037,0.0,1.0,3.93,0.044,-0.044,0.0,1.0,2459444.873065,0.005188,-0.005188,0,1,2.9889845,0.0013254,-0.0013254,0,1,1.858,0.315,-0.315,0,1,13920.0,71.3494,-71.3494,0,1,17.7415,1.56968,-1.56968,0,1,314.21,,,,,1172.0,,,,,12.4705,0.006,-0.006,0,1,603.735,9.8895,-9.8895,0,1,6002.0,144.7,-144.7,0,1,4.18,0.08,-0.08,0,1,1.42,0.07,-0.07,0,1,2022-02-28 23:23:41,2024-08-22 10:08:01,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.3835366872300847,5.753239083368793,7491.9227707627715,0
4860,5238.01,5238,219016883,219016883.01,1,CP,14h53m26.13s,223.358891,,,+68d51m34.1s,68.859472,,,-7.542,0.037,-0.037,0.0,1.0,-18.493,0.032,-0.032,0.0,1.0,2459661.51574,0.001381,-0.001381,0,1,4.8721904,1.11e-05,-1.11e-05,0,1,2.584,0.15,-0.15,0,1,2180.0,0.68771,-0.68771,0,1,4.89644,0.255533,-0.255533,0,1,195.925,,,,,1042.0,,,,,11.637,0.006,-0.006,0,1,290.646,1.5395,-1.5395,0,1,5430.5,134.1,-134.1,0,1,4.42,0.08,-0.08,0,1,1.02,0.05,-0.05,0,1,2022-02-28 23:23:41,2024-08-22 10:08:01,NON_HABITABLE,0.610356,0.0,0.0,0,0,0,1.770227715854653,5.2828229455893885,843.652924282924,0
4861,5239.01,5239,230290708,230290708.01,1,PC,18h25m31.74s,276.382262,,,+44d54m05.07s,44.901409,,,8.925,0.026,-0.026,0.0,1.0,-21.366,0.025,-0.025,0.0,1.0,2459431.315024,0.004035,-0.004035,0,1,11.3182327,8.88e-05,-8.88e-05,0,1,2.956,0.297,-0.297,0,1,5080.0,7.20219,-7.20219,0,1,8.83548,0.542817,-0.542817,0,1,59.5158,,,,,773.0,,,,,12.7986,0.009,-0.009,0,1,648.893,5.688,-5.688,0,1,5969.0,130.2,-130.2,0,1,4.29,0.08,-0.08,0,1,1.24,0.06,-0.06,0,1,2022-02-28 23:23:42,2024-08-22 10:08:01,NON_HABITABLE,0.21645199999999998,0.0,0.0,0,0,0,2.5110804981401604,4.102904487966029,1718.5379842564328,0
4863,5240.01,5240,40055053,40055053.01,1,CP,19h32m20.11s,293.083789,,,+34d56m25.43s,34.940397,,,-0.519,0.038,-0.038,0.0,1.0,0.524,0.04,-0.04,0.0,1.0,2459444.902109,0.001343,-0.001343,0,1,4.1793301,2.08e-05,-2.08e-05,0,1,5.161,0.198,-0.198,0,1,4900.0,1.18721,-1.18721,0,1,16.1603,0.741838,-0.741838,0,1,2876.9,,,,,2040.0,,,,,11.6917,0.009,-0.009,0,1,980.487,24.951,-24.951,0,1,7349.0,131.9,-131.9,0,1,3.93,0.09,-0.09,0,1,2.31,0.1,-0.1,0,1,2022-02-28 23:23:42,2025-01-20 12:03:29,NON_HABITABLE,0.0,0.0,0.0,0,0,0,1.6446757235839558,7.964816140492012,949.4282213857351,0
